usage_id,user_email,dataset_uuid,project_name,project_category,usage_date
223,linda.hernandez@edu.com,3f24ac79-0dcb-4023-a2d8-308bd32a2030,Healthcare Access Study,field research,2023-10-17
224,srobinson@gmail.com,de086ec5-3e27-4d55-bbe0-71098f1c4d33,Agricultural Yield Prediction,analytics,2020-06-30
225,christopher.thomas@university.edu,fff63025-b60b-4e92-83cd-254c92019fac,Fraud Detection System,machine learning,2020-11-30
226,kenneth_457@icloud.com,416400ef-8436-4514-89ba-dd66645b0673,Social Mobility Research,analytics,2023-01-08
227,david.adams@protonmail.com,de132c67-5679-4b5d-8730-8fc8f3063d65,Supply Chain Optimization,field research,2020-02-23
228,jroberts@hotmail.com,0513609a-4721-464c-9f92-d60174cb0bda,Water Quality Monitoring,field research,2021-01-29
229,esmith@gmail.com,7b8d7e14-d469-4ffa-9b4b-06c166d12c3d,Infrastructure Assessment,field research,2021-09-05
230,jason_595@protonmail.com,e6cdd520-a232-43f2-a5e3-08709880202f,Disaster Resilience Planning,machine learning,2024-07-15
231,ronald_72@icloud.com,25d149b7-ef40-4e5d-b298-2e2ec4ea6a81,COVID-19 Impact Study,field research,2022-02-08
232,rebecca.scott@edu.com,74672efb-879b-4ed6-bd96-29b26a031609,Agricultural Yield Prediction,field research,2023-03-22
233,edwardjon@edu.com,e031c4e6-311f-4e52-a275-f033dc605422,Biodiversity Survey,machine learning,2020-12-26
234,carolsan@university.edu,76086209-f2e8-4d0a-ba06-f72d5a0b7324,Air Quality Index Tracker,analytics,2023-02-06
235,edward.davis@icloud.com,150c9202-d04e-43c1-bc53-6780d162ef4d,Food Security Assessment,field research,2024-08-24
236,brian_343@university.edu,ead23c7d-e98a-4392-b0c5-bf0d79a1e207,Transportation Network Analysis,machine learning,2023-09-23
237,christopher.thomas@university.edu,8f93007b-5206-4c31-8b1c-661304bfab51,Labor Market Trends,machine learning,2024-10-14
238,jmoore@protonmail.com,a099b877-c55b-4093-a393-0f7826832caf,Biodiversity Survey,machine learning,2022-12-17
239,donald_860@yahoo.com,4d0ccc8d-cb0a-4260-9cf8-e5e80ed5db44,Biodiversity Survey,machine learning,2020-04-30
240,kenneth_806@edu.com,6d541681-b9f2-4813-84e9-7301791220b7,Economic Forecasting Model,field research,2020-11-15
241,michelle.walker@university.edu,772c1afd-58e0-4275-8bc4-936816b3a34b,Biodiversity Survey,analytics,2024-06-06
242,mark_220@outlook.com,8e20af44-9798-4251-bb2c-3cc0f1849ea5,Environmental Compliance,analytics,2023-08-30
243,emily.miller@icloud.com,025f84fa-1076-448e-aa14-9bc0ab0a061e,Water Quality Monitoring,analytics,2020-02-08
244,charles_185@outlook.com,5925dcec-62c3-46a4-b351-1cce98b06641,Food Security Assessment,analytics,2021-07-14
245,edward.davis@icloud.com,62540b88-366d-4c7b-8987-564d4b285003,Renewable Energy Mapping,machine learning,2022-04-28
246,marylew@edu.com,d4014460-3709-4b51-be7f-969c7c4c6824,Customer Behavior Model,analytics,2023-06-22
247,johnper@outlook.com,c8d5a0d0-3fa9-4a12-b00f-fc0903216387,Healthcare Access Study,field research,2022-07-29
248,charles.robinson@icloud.com,b420d4fb-6d17-4a29-b5a6-e16dc26c9a77,Poverty Alleviation Program,analytics,2020-07-07
249,timothy.roberts@icloud.com,997dfe9a-ed1d-4750-ae96-425b6214105c,Urban Mobility Study,field research,2021-07-07
250,rnguyen@university.edu,ffa23a9c-6f91-425c-b72c-078951affc2a,Climate Impact Analysis,analytics,2020-01-03
251,linda.hernandez@edu.com,71de089d-9ee5-4438-a93c-40e7e1d30dda,Biodiversity Survey,machine learning,2021-12-01
252,robert.nelson@yahoo.com,c2cc0cb5-9fcd-4ca4-aeb4-10210c005291,COVID-19 Impact Study,machine learning,2022-08-03
253,michelle.flores@outlook.com,c25bb33c-79b7-421e-9405-f4639f298e25,Supply Chain Optimization,field research,2024-09-28
254,timothy.davis@icloud.com,fc71ccdc-e02a-4c19-9264-d1d17f885789,Customer Behavior Model,machine learning,2022-01-12
255,ashley.flores@outlook.com,4587d1f4-dad8-4fc7-a840-0363e22e6b96,Fraud Detection System,analytics,2024-01-25
256,john.lee@icloud.com,ed5df24c-5ef7-4238-8e39-487694d51fae,Biodiversity Survey,machine learning,2022-09-09
257,klopez@gmail.com,d2d4d1f5-5487-49b8-a2c1-42eb5a2ff17b,Social Mobility Research,analytics,2021-11-22
258,bgarcia@yahoo.com,7c6dd6bb-47df-49de-83cf-f9ac25b60caa,Population Growth Forecast,machine learning,2023-06-12
259,dthomas@university.edu,ab2899d8-4a62-49f3-ba78-f34a9f68844b,Social Mobility Research,field research,2020-11-07
260,sarah_416@edu.com,4ef4d50d-ab91-41d6-ad72-50afe9a63560,Urban Mobility Study,field research,2024-05-23
261,sharon_699@hotmail.com,efcfa1c9-60cb-4ce6-903f-5eb39015a516,Supply Chain Optimization,machine learning,2024-04-07
262,donald.wilson@protonmail.com,60e90ae1-6296-49ae-b596-3c54e63f8114,Economic Forecasting Model,machine learning,2023-12-10
263,jking@protonmail.com,c13891fd-d8e5-4dda-a803-78f6343eee45,Climate Impact Analysis,machine learning,2024-09-11
264,kenneth.adams@edu.com,fc71ccdc-e02a-4c19-9264-d1d17f885789,Healthcare Access Study,machine learning,2021-03-27
265,brian.williams@university.edu,8aaaa939-c718-4893-95c0-6caf5d51fc29,Digital Divide Analysis,analytics,2021-10-21
266,sarah_607@edu.com,c718cb53-4b8b-4993-8460-e9f3edc59896,Fraud Detection System,machine learning,2020-12-03
267,gjackson@protonmail.com,05c713ed-8c8c-4e49-aca2-8c46e6efde73,Climate Impact Analysis,machine learning,2023-12-23
268,kimberly_520@yahoo.com,195f022e-a5d8-48a1-9dc1-b2c53d2fb063,Biodiversity Survey,machine learning,2020-11-01
269,mbaker@protonmail.com,8e3d8a69-3bbb-4c4d-a549-3ffac4e1627d,Urban Mobility Study,field research,2024-07-02
270,stephanie_259@university.edu,b6476087-a7a3-430d-afb0-1f0cc26358da,Economic Forecasting Model,machine learning,2024-11-11
271,jamessmi@icloud.com,e01619b0-1eee-4cb2-967c-090ec7e8de54,Economic Forecasting Model,analytics,2022-06-03
272,sarah_746@hotmail.com,34667edf-2474-41de-9e40-37898d724dbb,Healthcare Access Study,field research,2020-04-21
273,jennifer_894@outlook.com,7c6dd6bb-47df-49de-83cf-f9ac25b60caa,Supply Chain Optimization,machine learning,2020-04-28
274,donald_860@yahoo.com,3fde3fe5-d743-493a-9a6c-6dd29a1155a7,Urban Mobility Study,machine learning,2020-08-30
275,melissa_403@yahoo.com,f8485037-11ce-4df6-8718-fafe64cc1157,Air Quality Index Tracker,field research,2023-08-03
276,johnhar@university.edu,8bdf6c5c-f3d4-4d38-9f0c-93de6ae278ee,Water Quality Monitoring,field research,2022-06-01
277,charlestho@gmail.com,00197eba-e357-40c1-92e4-9945f297680f,Economic Forecasting Model,field research,2023-03-24
278,patricia.rodriguez@yahoo.com,f7b9766a-f34f-437c-bc30-4ec2e237b295,Water Quality Monitoring,analytics,2023-03-08
279,timothysan@gmail.com,f79d2e0e-d1eb-4763-ba39-b219a9e8810c,Air Quality Index Tracker,analytics,2023-01-30
280,brian.williams@university.edu,958cf4df-6c37-49dd-992b-6d05cba79f5d,Disaster Resilience Planning,machine learning,2024-08-21
281,paul_513@outlook.com,5ba84bc3-735b-40b3-afb8-b5c67724c93a,Education Gap Research,analytics,2023-05-24
282,sgonzalez@university.edu,3d90bda4-cdaf-4ca5-b2e7-47d237425a38,Climate Impact Analysis,field research,2023-10-03
283,anthony.williams@outlook.com,7b54e632-6003-4c9d-9a76-5283417f13a1,Housing Affordability,field research,2021-09-28
284,bjones@gmail.com,e9ce4fe8-d8ab-48f4-a265-245c6e66d12e,Water Quality Monitoring,field research,2023-01-09
285,sgonzalez@university.edu,7bce3233-8100-4b58-893e-235159ae1d3e,Population Growth Forecast,analytics,2021-06-08
286,joseph.thomas@outlook.com,1ea4886d-f13e-42b2-b9f1-ddd95b737d68,Water Quality Monitoring,machine learning,2023-06-27
287,ronaldgar@yahoo.com,a98442c5-349a-42a5-b8fc-a90c58cc3ae1,Renewable Energy Mapping,machine learning,2023-01-06
288,charles.robinson@icloud.com,9be23e76-b3e8-4fd2-919e-fe760a65d9f7,Energy Efficiency Audit,machine learning,2021-06-03
289,jenniferlee@yahoo.com,4da150b2-8c5a-4fe3-877b-3e921130b2eb,COVID-19 Impact Study,analytics,2020-01-26
290,joseph.thomas@outlook.com,d630a61c-c53e-43a8-bae1-4179e13f679c,Urban Mobility Study,field research,2023-12-31
291,robert.rivera@university.edu,f15ac98c-ca0e-48a3-9b91-49290100ac25,Fraud Detection System,machine learning,2021-06-11
292,jking@protonmail.com,3936a3f8-00c5-4fd4-89dd-0110037a47f3,Agricultural Yield Prediction,field research,2021-12-27
293,edwardcam@hotmail.com,6b22aec0-e3cd-480a-9588-4ac7f3fdd8a5,Poverty Alleviation Program,analytics,2024-10-10
294,edwardjon@edu.com,b4fe45b4-4d6b-436d-8b68-99593eca9bed,Environmental Compliance,machine learning,2022-07-15
295,deborahhil@gmail.com,2419955f-7f8b-47e9-9dce-bc1c5a5ff3be,Air Quality Index Tracker,analytics,2020-05-14
296,sadams@hotmail.com,e18211b6-504b-4e3a-a05b-1ada2c147f29,Water Quality Monitoring,field research,2022-12-04
297,emilylop@icloud.com,1819e927-e9af-4b8c-9498-8f1cc53078e7,Climate Impact Analysis,field research,2020-11-22
298,emily.miller@icloud.com,974649c9-10fa-4203-8803-333b84c98888,Infrastructure Assessment,machine learning,2021-09-23
299,davidlew@icloud.com,482003af-56eb-4106-b8bc-1da64b73c082,Digital Divide Analysis,analytics,2023-08-05
300,sarah_416@edu.com,69eb3f81-4fb4-41d8-ae32-cfd7f46a7419,Public Health Dashboard,machine learning,2024-06-10
301,sadams@hotmail.com,15dbc33d-dbb5-4363-bd33-9b665ad20a79,Food Security Assessment,machine learning,2023-10-04
302,bperez@yahoo.com,f0525d38-aeb2-4e7f-a9fd-60ffff67ea27,Air Quality Index Tracker,analytics,2023-09-15
303,rebeccamil@protonmail.com,16947c2e-e3ce-448d-8e2e-21232e842420,Customer Behavior Model,field research,2022-04-16
304,bperez@yahoo.com,fcf1d22b-5f09-4da9-b709-5294cc940ed0,Transportation Network Analysis,field research,2020-06-24
305,dorothyriv@university.edu,71773137-7f15-473d-9aff-17c51d20897e,Fraud Detection System,field research,2024-08-26
306,srobinson@gmail.com,7cb043ed-ef7f-41e2-abd4-7d483f839dd9,Labor Market Trends,analytics,2022-11-15
307,dgarcia@yahoo.com,0163ab44-2e53-4cd7-ad6d-5b66e666f084,COVID-19 Impact Study,analytics,2022-02-19
308,mbaker@protonmail.com,2a305c9a-635a-4a00-8aae-0f5c7fea51bf,Climate Impact Analysis,analytics,2021-07-18
309,robert.rivera@university.edu,cb2dfa3b-df9c-41d9-952a-8cab9f3a179f,Urban Mobility Study,machine learning,2022-06-04
310,esmith@gmail.com,90f0e471-b329-48b4-86c0-1166ef316cfd,Infrastructure Assessment,field research,2021-06-20
311,jessica.taylor@yahoo.com,2c42d07b-abf3-4a9a-8e4e-8717cdaf706d,Labor Market Trends,field research,2024-07-07
312,gjackson@protonmail.com,f15ac98c-ca0e-48a3-9b91-49290100ac25,Agricultural Yield Prediction,analytics,2023-05-23
313,edwardjon@edu.com,30358b1d-e2de-4da1-9d44-50836de59864,Disaster Resilience Planning,machine learning,2020-11-14
314,gwilliams@university.edu,4ee181ab-50c6-458a-ac78-d5d6bbfc4fc4,Food Security Assessment,analytics,2024-11-07
315,maryhar@icloud.com,7ecaf8a1-48ed-415c-b812-c0504cedf6e1,Public Health Dashboard,field research,2023-11-05
316,lisa.king@gmail.com,644743a1-fc4d-483e-838a-27d20942cf08,Poverty Alleviation Program,field research,2023-05-06
317,lwhite@gmail.com,a90d5595-53bf-4162-a354-96a17cc8afd2,Disaster Resilience Planning,field research,2024-09-24
318,marylew@edu.com,58991479-8e5f-4d47-90d2-b4ccd1dd76d4,Air Quality Index Tracker,analytics,2023-08-04
319,dorothy_273@edu.com,72481657-2949-4868-81b6-a1e7e76f0394,Customer Behavior Model,field research,2020-05-28
320,bettyhar@university.edu,c8124387-e308-4e27-b953-f084b28a7eb9,Supply Chain Optimization,analytics,2022-05-28
321,bperez@yahoo.com,be49cba4-6c36-433c-9138-23e4e345b393,Supply Chain Optimization,field research,2022-03-07
322,dorothy_89@gmail.com,747b578e-83ab-4282-8146-70b5f13bc94c,Transportation Network Analysis,machine learning,2023-11-03
323,deborahhil@gmail.com,5f52898a-02cb-4558-ac30-257232b64e08,Disaster Resilience Planning,machine learning,2020-11-30
324,bgarcia@yahoo.com,935c578d-b57f-400c-b15c-fe81a44da1c3,Fraud Detection System,machine learning,2020-04-12
325,stevennel@edu.com,d338027f-9a5b-4d8c-9b2b-e98830538e53,Climate Impact Analysis,machine learning,2024-02-25
326,dsmith@outlook.com,a5fd1641-702e-44e5-ba1d-0ff939dde908,Labor Market Trends,field research,2020-11-10
327,edward.davis@icloud.com,101dd064-161e-47e3-887b-d2ce8084aab1,Climate Impact Analysis,machine learning,2023-06-30
328,margaret_564@hotmail.com,09d4e3a5-6ef4-4f32-b305-35b3c4a20f18,Transportation Network Analysis,field research,2023-11-02
329,brian.robinson@gmail.com,8aa4e3c6-2623-4261-8607-4368b021191f,COVID-19 Impact Study,machine learning,2023-12-08
330,lhernandez@gmail.com,ddcde020-138a-498e-a417-4d34aa81330b,Infrastructure Assessment,analytics,2020-03-09
331,kmartin@protonmail.com,5c30b600-4930-4d95-b54e-5115f273b47d,Environmental Compliance,analytics,2022-01-18
332,emilylop@icloud.com,0984cb4c-5772-4da3-9bc1-d97653685519,Poverty Alleviation Program,field research,2024-11-06
333,jmartinez@hotmail.com,535589e5-a472-4add-8896-6019cbf59afb,Water Quality Monitoring,machine learning,2023-04-22
334,stevennel@edu.com,bd18ff7e-5788-454e-9476-9beac9f62715,Budget Optimization,analytics,2024-05-02
335,deborahhil@gmail.com,4a30d3e3-fc03-440d-b0c6-be28280c56c8,Infrastructure Assessment,field research,2021-09-14
336,carolsan@university.edu,aba6a663-b6db-46ae-9211-ef1c6a1a6dfb,Water Quality Monitoring,machine learning,2021-06-24
337,margaret_564@hotmail.com,898d2c2b-fb47-4c96-a94e-851f2c0b3c85,Economic Forecasting Model,field research,2021-07-07
338,brian.robinson@gmail.com,43afe8af-9ee7-4b32-884a-d432c0713886,Digital Divide Analysis,machine learning,2024-11-04
339,edward.green@outlook.com,8c63d1f4-aa52-44ed-9397-c819de3457ba,Environmental Compliance,analytics,2022-01-13
340,christopher.thomas@university.edu,5b7241e7-a8f1-4ca4-820d-34397c4ac889,Food Security Assessment,analytics,2020-06-18
341,betty.carter@outlook.com,bf0140be-0eeb-4eec-9c75-8eb3f53b7a7c,Supply Chain Optimization,machine learning,2021-04-20
342,charles_398@protonmail.com,def2ff0d-c0c9-4f8b-a3cd-5eefcdda0a35,Customer Behavior Model,field research,2024-09-06
343,christopher.rivera@university.edu,6a5b9716-a884-4d19-9a26-1afd667facb2,Water Quality Monitoring,machine learning,2023-11-29
344,edwardjon@edu.com,6698b10a-53bf-4b6c-9bed-d20b815294cb,Urban Mobility Study,field research,2021-11-01
345,donaldmar1@university.edu,81ea0704-2500-4cc3-846d-5db7911f8c37,Supply Chain Optimization,field research,2020-12-04
346,dorothy_273@edu.com,aaef7cb8-4050-4ce5-be06-bdb6559ad6a0,Energy Efficiency Audit,analytics,2023-06-17
347,rebecca.scott@edu.com,85a0d028-2196-440a-95b6-c91cd883382d,Labor Market Trends,field research,2022-01-29
348,kevinada@yahoo.com,7e0a3b81-ec5f-46c8-b6a3-ccd9d427f099,COVID-19 Impact Study,machine learning,2021-06-08
349,dnelson@icloud.com,e41de420-be3d-4b50-bb07-6dd80320857c,Energy Efficiency Audit,analytics,2021-05-08
350,laura.taylor@edu.com,2b6fa8ce-2682-4f51-864d-74be746291f5,Climate Impact Analysis,analytics,2020-09-04
351,steven.scott@protonmail.com,4f37f511-1ff0-4e55-af21-acec8d0957dc,Supply Chain Optimization,machine learning,2022-09-04
352,ronaldgar@yahoo.com,a515eb02-1cc6-486a-aecf-17465772598b,Voter Turnout Study,analytics,2023-10-08
353,michelle.flores@outlook.com,8d6f1311-1b30-4e7f-b283-2c550fd8e04e,Economic Forecasting Model,analytics,2023-06-29
354,gjackson@protonmail.com,e031c4e6-311f-4e52-a275-f033dc605422,Fraud Detection System,machine learning,2022-01-24
355,barbara.thompson@university.edu,0793cafa-1513-41d4-8015-c6428356e7e0,Fraud Detection System,analytics,2022-08-21
356,donaldmar@edu.com,ff1aff7c-f3f6-4193-819e-a93f7bf30e6c,Population Growth Forecast,analytics,2023-06-02
357,gwilliams@university.edu,fd11da84-1ecc-4751-82f4-94225f3c3e92,Economic Forecasting Model,machine learning,2021-10-16
358,cwilliams@edu.com,23be4eff-bcdb-4417-aad8-4c10da1dee4b,Agricultural Yield Prediction,analytics,2023-10-27
359,david.taylor@yahoo.com,daeda945-ac74-44fa-8cb8-5adf7ad23186,Education Gap Research,machine learning,2021-04-25
360,jason_595@protonmail.com,210d00aa-f120-44a0-8f7d-44db72484fae,Education Gap Research,analytics,2024-02-21
361,sarah_607@edu.com,35dcc69a-ded9-42a7-9646-db85f04d3d14,Labor Market Trends,field research,2022-09-15
362,donaldmar1@university.edu,f80763ad-ce4a-4f51-aa40-7a3e19de037b,Budget Optimization,machine learning,2022-06-14
363,cwilliams@edu.com,e7904211-2c90-45fc-9bb6-17150f328ce4,Climate Impact Analysis,machine learning,2021-02-08
364,dorothyriv@university.edu,16947c2e-e3ce-448d-8e2e-21232e842420,Climate Impact Analysis,analytics,2022-05-10
365,daniellee@gmail.com,9ca725e7-5e60-4291-b10d-d74e03ed8561,Supply Chain Optimization,field research,2021-10-29
366,timothy.davis@icloud.com,e3324419-0fe2-4498-8a4c-2fc79ef8c371,Renewable Energy Mapping,field research,2020-03-31
367,jamesbak@university.edu,cbb0fb41-62d6-49be-aaeb-bcbb48dcce94,Population Growth Forecast,analytics,2023-06-09
368,bettyhar@university.edu,ff84c02f-fd9e-499c-b61f-f0c0f8d5dde3,Transportation Network Analysis,field research,2023-01-13
369,kenneth.walker@protonmail.com,13f09ea9-f42b-401a-9dab-8348b637f362,Healthcare Access Study,analytics,2022-01-18
370,nancyram@hotmail.com,3fbcc5f7-e0e9-4899-9eda-a719b2b7e3d8,Population Growth Forecast,machine learning,2024-03-12
371,kimberly_723@icloud.com,3fde3fe5-d743-493a-9a6c-6dd29a1155a7,Environmental Compliance,field research,2024-03-14
372,rebecca.thompson@yahoo.com,80ead091-f2af-4908-acd6-349d987ec4af,Social Mobility Research,machine learning,2024-11-30
373,anthony.williams@outlook.com,ff55ac19-5e8e-400e-b9f5-00177a5f323b,Biodiversity Survey,field research,2022-01-09
374,edward.green@outlook.com,8e73c34c-40ad-4403-bcab-3525f771bd54,Water Quality Monitoring,field research,2021-03-21
375,danielmil@gmail.com,94be9026-81c6-4624-9b11-3d10bb3a24ca,Population Growth Forecast,analytics,2022-01-22
376,patricia.walker@gmail.com,e1379884-803f-470b-83c5-ba89dde5a61a,Education Gap Research,field research,2020-10-05
377,joshuagar@edu.com,52c43ee8-283a-46ac-890a-db02158bf626,Social Mobility Research,analytics,2023-12-18
378,sharonwri@protonmail.com,c877d9fd-a973-4d25-96c7-5f5b6d3d9d41,Budget Optimization,machine learning,2022-02-03
379,dthomas@university.edu,e507e3aa-7a25-4c22-bce2-8a4a32e918b8,Public Health Dashboard,machine learning,2021-02-09
380,christopher.rivera@university.edu,9dd02d70-d564-4086-87f9-d64019ce201e,Water Quality Monitoring,field research,2020-02-20
381,brian.anderson@university.edu,b482f747-587a-4114-8dfd-b35f219ecaec,Digital Divide Analysis,machine learning,2024-04-19
382,dorothy_89@gmail.com,df8ff8f9-e6e6-4a65-8875-8c3c254e5e07,Fraud Detection System,machine learning,2022-06-27
383,charles_185@outlook.com,4d8c92e2-91c6-4b33-97ba-74fc766c52c0,Agricultural Yield Prediction,machine learning,2024-10-09
384,kenneth.brown@icloud.com,c1951603-1a6c-44d3-a0ec-6bf147523504,Population Growth Forecast,field research,2023-10-15
385,joshuagar@edu.com,4c08faa5-d441-4a56-93e1-aadcf4a4a682,Renewable Energy Mapping,machine learning,2020-07-02
386,rnguyen@university.edu,322f3b6b-f3f1-40f4-a866-291655db8995,Food Security Assessment,field research,2023-01-05
387,michael_965@hotmail.com,c666bde7-6ffa-451b-a373-29c669a84ae6,Population Growth Forecast,analytics,2024-10-30
388,donald_139@gmail.com,a0a903f3-cf07-4a02-967e-2121078df2be,Supply Chain Optimization,machine learning,2021-05-23
389,edward.green@outlook.com,3db4531d-c7b0-471b-b51b-640ca15ac948,Housing Affordability,field research,2023-02-01
390,brian_158@protonmail.com,9f029d90-f9d9-4d45-990a-2d45439799eb,Poverty Alleviation Program,analytics,2023-12-13
391,deborahhil@gmail.com,96afb656-f40c-4d95-9f2f-07de12ad0ab6,Poverty Alleviation Program,analytics,2023-09-11
392,srobinson@gmail.com,2e144e8c-8b68-454c-a45e-2097ca757c3e,Poverty Alleviation Program,machine learning,2022-07-16
393,donald_139@gmail.com,d41528cd-3d4f-4c2e-bc66-3f651c8817bd,Labor Market Trends,analytics,2024-04-04
394,margaret_564@hotmail.com,c16897cf-e030-43a3-aca2-2c257225ba21,Poverty Alleviation Program,machine learning,2021-07-06
395,thomas.flores@icloud.com,bba37e89-0650-444e-a4c5-f749f199429a,Economic Forecasting Model,analytics,2023-07-06
396,sadams@hotmail.com,cefc1ca1-e3cc-4ea5-a10b-c6486c170923,Healthcare Access Study,analytics,2020-12-12
397,tgreen@gmail.com,c51d7e07-cb60-4779-8d06-1f19969a3739,Housing Affordability,field research,2021-02-24
398,edward.davis@icloud.com,49a62bfc-dc1c-4875-83bc-3300f18805cc,Budget Optimization,machine learning,2023-10-17
399,donna.young@icloud.com,c8eec241-1536-49b4-bc9c-21d46bb6f716,Education Gap Research,field research,2023-03-04
400,charles.robinson@icloud.com,6668e10f-3a29-45ee-b631-428f643d7d81,Healthcare Access Study,analytics,2021-03-05
401,dsmith@outlook.com,872104e0-5412-4569-83df-bd445712ba19,Water Quality Monitoring,analytics,2023-02-18
402,panderson@edu.com,cb39b67f-dd55-4bcf-875b-dacc549eda3f,Healthcare Access Study,analytics,2024-02-01
403,sharon.mitchell@icloud.com,b915d4f1-569d-486c-81f8-c99ebf835ddb,Food Security Assessment,field research,2021-02-18
404,donnadav@gmail.com,5b7241e7-a8f1-4ca4-820d-34397c4ac889,Voter Turnout Study,machine learning,2020-06-01
405,jamesflo@university.edu,b13c3b89-ac4a-49a5-b2a2-85073d94b78e,Healthcare Access Study,field research,2024-10-04
406,kimberly_520@yahoo.com,09c6295b-c2e4-48bd-a355-4796d05e1448,Population Growth Forecast,field research,2020-11-07
407,aroberts@protonmail.com,b8cc9586-1fbd-4290-b952-894dfb88429e,Public Health Dashboard,machine learning,2020-10-25
408,jennifer.lee@university.edu,ac9177d7-9ac6-4eda-9174-abbeccfe7233,Renewable Energy Mapping,machine learning,2020-01-31
409,jamesbak@university.edu,7d7b0d5a-fd6c-4148-9ea1-6561310c1807,Energy Efficiency Audit,machine learning,2022-11-04
410,thomas.williams@yahoo.com,cf61a823-ec67-4fbe-b4ba-6aaefdd46ce0,Transportation Network Analysis,analytics,2024-03-16
411,jamessmi@icloud.com,acc6aa87-592a-4b1d-b725-5bf8ed75785c,Budget Optimization,field research,2021-01-25
412,carolsan@university.edu,83846155-c7b1-46da-bf47-95e1ac7e2b8b,Labor Market Trends,machine learning,2023-05-10
413,donald_901@protonmail.com,3185aaf1-0fd7-4a2e-8cfa-f983c9a17755,Biodiversity Survey,machine learning,2020-12-26
414,steven.scott@protonmail.com,f5d4b1ad-87f0-4a9c-8f5c-92f8fa50c9e2,Urban Mobility Study,field research,2023-04-05
415,emitchell@edu.com,ec42da88-7992-421f-a6c9-adc905bc9db2,Infrastructure Assessment,analytics,2020-10-14
416,charles_398@protonmail.com,19984b95-10ff-4089-a5cc-ac37147539d7,Energy Efficiency Audit,field research,2022-12-18
417,gjackson@protonmail.com,82349ef7-0454-4c4e-a8ef-695af04cd5b9,Food Security Assessment,field research,2024-06-13
418,bgarcia@yahoo.com,82d3c33e-a420-49c9-a623-d4f1de33f9da,Housing Affordability,field research,2024-04-04
419,richardram@edu.com,5600fc26-35f1-4882-bf0f-d76daa10b26b,Customer Behavior Model,machine learning,2024-04-10
420,mark_220@outlook.com,8d045058-84ce-4453-837a-c4983e2b3803,Public Health Dashboard,analytics,2024-12-16
421,bgarcia@yahoo.com,f8485037-11ce-4df6-8718-fafe64cc1157,Economic Forecasting Model,machine learning,2023-05-05
422,ashley.flores@outlook.com,5813135d-96f5-4eaf-9ec4-1dbcd7af2a8e,Customer Behavior Model,analytics,2023-12-12
423,deborahtho@university.edu,f6a0ac90-f820-49fe-87a8-effd93c71629,Crime Pattern Analysis,machine learning,2022-11-13
424,mark_220@outlook.com,dd139c1b-dc02-4bf5-b740-01ed61536aeb,Biodiversity Survey,machine learning,2023-02-17
425,mark_829@hotmail.com,ac208fb0-6f01-4a90-a476-b30294763c3b,Infrastructure Assessment,machine learning,2024-05-20
426,timothy.davis@icloud.com,ffa23a9c-6f91-425c-b72c-078951affc2a,Environmental Compliance,machine learning,2020-10-02
427,joseph.thomas@outlook.com,44e2b596-3749-4491-b43a-58fd19e94378,Digital Divide Analysis,analytics,2020-12-21
428,sharon.mitchell@icloud.com,80814c59-3bca-4bf6-944c-41136372706a,Poverty Alleviation Program,field research,2023-12-26
429,gwilliams@university.edu,fb5316ef-365e-4e10-8b59-da027c26038a,Supply Chain Optimization,machine learning,2021-03-11
430,mlewis@outlook.com,3de1f8a0-ab19-416d-be5b-9b37816a3378,Crime Pattern Analysis,analytics,2024-01-04
431,brian.robinson@gmail.com,ae7cad10-3e93-4c2b-88ec-fff05c35b85e,Air Quality Index Tracker,field research,2020-04-22
432,klopez@gmail.com,6b321da8-3a70-41c0-a766-a748568b21b5,Population Growth Forecast,machine learning,2023-12-01
433,sarah_416@edu.com,e907dd2c-9c10-4729-86a8-1806a9ed1b04,Social Mobility Research,field research,2022-08-18
434,matthew.nelson@university.edu,56783cbc-8ff5-4d48-b9c5-7cb6001400df,Transportation Network Analysis,machine learning,2024-04-28
435,ashley.hill@protonmail.com,998dd2bf-cfca-4080-a321-aee3a17f8fb8,COVID-19 Impact Study,machine learning,2020-12-27
436,melissa_403@yahoo.com,d5c6b18a-c7ca-4e10-86da-f36bbfdd0a4d,Economic Forecasting Model,field research,2024-04-03
437,sandramit@outlook.com,299d0fe0-7eed-437b-a2cb-ab11fa68aaeb,Poverty Alleviation Program,field research,2024-10-03
438,jessica_59@gmail.com,f358f829-66ab-44c7-9e28-6028f7fc7b7a,Voter Turnout Study,machine learning,2020-12-06
439,sandra.young@outlook.com,3d17662d-3b59-4721-bec9-20b1767042c1,COVID-19 Impact Study,field research,2024-12-29
440,jmoore@protonmail.com,c03284cb-6601-4f4d-a85c-1229fdcfc63c,Economic Forecasting Model,analytics,2022-03-02
441,jcarter@gmail.com,5c967b90-2f99-4989-9aae-36feb992e8c5,COVID-19 Impact Study,machine learning,2021-09-25
442,donnatay@protonmail.com,0181dcaa-499b-41fc-9682-7b85c0998274,Environmental Compliance,analytics,2020-09-25
443,charles.robinson@icloud.com,77361be6-3e18-469b-a34f-b5c460325746,Economic Forecasting Model,analytics,2020-05-27
444,david.adams@protonmail.com,00220f06-bbe1-4945-b5a1-ba319e9d25a0,Economic Forecasting Model,machine learning,2024-05-29
445,anthony.williams@outlook.com,bf27713f-2900-455e-93f2-b13e2c8c6042,Infrastructure Assessment,analytics,2023-12-11
